provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
150048,Reid Hosp and Hlth Care Services,Richmond,IN,15070,Richmond,IN,183,Indianapolis,IN
150051,Indiana Univ Hlth Bloomington Hosp,Bloomington,IN,15007,Bloomington,IN,183,Indianapolis,IN
150056,Indiana Univ Hlth University Hosp,Indianapolis,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150057,Franc St. Francis-Mooresville,Mooresville,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150058,Memorial Hospital of South Bend,South Bend,IN,15076,South Bend,IN,187,South Bend,IN
150059,Riverview Hospital,Noblesville,IN,15061,Noblesville,IN,183,Indianapolis,IN
150061,Daviess Community Hospital,Washington,IN,15086,Washington,IN,179,Evansville,IN
150064,Fayette Regional Health System,Connersville,IN,15016,Connersville,IN,183,Indianapolis,IN
150065,Schneck Medical Center,Seymour,IN,15074,Seymour,IN,183,Indianapolis,IN
150069,King's Daughters' Hospital,Madison,IN,15052,Madison,IN,205,Louisville,KY
150072,Logansport Memorial Hospital,Logansport,IN,15051,Logansport,IN,183,Indianapolis,IN
150074,Community Hospital East,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150075,Bluffton Regional Medical Center,Bluffton,IN,15008,Bluffton,IN,180,Fort Wayne,IN
150076,St. Joseph Reg Med Ctr-Plymouth,Plymouth,IN,15066,Plymouth,IN,187,South Bend,IN
150082,Deaconess Hospital,Evansville,IN,15026,Evansville,IN,179,Evansville,IN
150084,St. Vincent Indianapolis Hosp,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150086,Dearborn County Hospital,Lawrenceburg,IN,15048,Lawrenceburg,IN,327,Cincinnati,OH
150088,St. John's Health System,Anderson,IN,15001,Anderson,IN,183,Indianapolis,IN
150089,Indiana Univ Hlth Ball Mem Hosp,Muncie,IN,15057,Muncie,IN,185,Muncie,IN
150090,Franc St. Margaret-Dyer,Dyer,IN,15022,Dyer,IN,186,Munster,IN
150091,Parkview Huntington Hospital,Huntington,IN,15038,Huntington,IN,180,Fort Wayne,IN
150097,Major Hospital,Shelbyville,IN,15075,Shelbyville,IN,183,Indianapolis,IN
150100,St. Mary's Med Ctr of Evansville,Evansville,IN,15026,Evansville,IN,179,Evansville,IN
150101,Parkview Whitley Hospital,Columbia City,IN,15014,Columbia City,IN,180,Fort Wayne,IN
150102,Indiana Univ Hlth Starke Hosp,Knox,IN,15043,Knox,IN,181,Gary,IN
150104,Witham Memorial Hospital,Lebanon,IN,15049,Lebanon,IN,183,Indianapolis,IN
150109,Franc St. Elizabeth-Lafayette E,Lafayette,IN,15045,Lafayette,IN,184,Lafayette,IN
150112,Columbus Regional Hospital,Columbus,IN,15015,Columbus,IN,183,Indianapolis,IN
150113,Comm Hosp Anderson & Madison Cty,Anderson,IN,15001,Anderson,IN,183,Indianapolis,IN
150115,Mem Hosp and Health Care Ctr,Jasper,IN,15040,Jasper,IN,179,Evansville,IN
150125,Community Hospital-Munster,Munster,IN,15058,Munster,IN,186,Munster,IN
150126,Franc St. Anthony-Crown Point,Crown Point,IN,15019,Crown Point,IN,181,Gary,IN
150128,Community Hospital South,Indianapolis,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150129,Westview Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150133,Kosciusko Community Hospital,Warsaw,IN,15085,Warsaw,IN,180,Fort Wayne,IN
150146,Parkview Noble Hospital,Kendallville,IN,15042,Kendallville,IN,180,Fort Wayne,IN
150149,The Women's Hospital,Newburgh,IN,15026,Evansville,IN,179,Evansville,IN
150150,Dupont Hospital,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150153,St. Vincent Heart Ctr of Indiana,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150154,Indiana Heart Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150157,St. Vincent Carmel Hospital,Carmel,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150158,Indiana Univ Hlth West Hosp,Avon,IN,15020,Danville,IN,183,Indianapolis,IN
150160,Indiana Orthopaedic Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150161,Indiana Univ Hlth North Hosp,Carmel,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150162,Franc St. Francis-Indianapolis,Indianapolis,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150163,St. Catherine Regional Hosp,Charlestown,IN,15012,Charlestown,IN,205,Louisville,KY
150164,Monroe Hospital,Bloomington,IN,15007,Bloomington,IN,183,Indianapolis,IN
150165,Franciscan Physicians Hospital,Munster,IN,15058,Munster,IN,186,Munster,IN
150166,Pinnacle Hospital,Crown Point,IN,15019,Crown Point,IN,181,Gary,IN
150167,Ortho Hosp at Parkview North,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150168,Ortho Hosp of Lutheran Health,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150169,Community Hospital North,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150170,Surgical Hospital of Munster,Munster,IN,15058,Munster,IN,186,Munster,IN
150172,Physicians' Medical Center,New Albany,IN,15059,New Albany,IN,205,Louisville,KY
150173,Indiana Univ Hlth Arnett Hosp,Lafayette,IN,15045,Lafayette,IN,184,Lafayette,IN
150175,The Heart Hosp-Deaconess Gateway,Newburgh,IN,15026,Evansville,IN,179,Evansville,IN
150176,Kentuckiana Medical Center,Clarksville,IN,15041,Jeffersonville,IN,205,Louisville,KY
150177,Unity Medical & Surgical Hosp,Mishawaka,IN,15076,South Bend,IN,187,South Bend,IN
151300,Community Hospital of Bremen,Bremen,IN,15011,Bremen,IN,187,South Bend,IN
151301,St. Vincent Randolph Hospital,Winchester,IN,15089,Winchester,IN,185,Muncie,IN
151302,Indiana Univ Hlth Blackford Hosp,Hartford City,IN,15036,Hartford City,IN,185,Muncie,IN
151303,St. Vincent Jennings Hospital,North Vernon,IN,15062,North Vernon,IN,183,Indianapolis,IN
151304,Rush Memorial Hospital,Rushville,IN,15072,Rushville,IN,183,Indianapolis,IN
151305,Pulaski Memorial Hospital,Winamac,IN,15088,Winamac,IN,183,Indianapolis,IN
151306,Indiana Univ Hlth Paoli Hosp,Paoli,IN,15064,Paoli,IN,205,Louisville,KY
151307,St. Vincent Williamsport Hosp,Williamsport,IN,15087,Williamsport,IN,184,Lafayette,IN
151308,St. Vincent Mercy Hospital,Elwood,IN,15025,Elwood,IN,183,Indianapolis,IN
151309,St. Vincent Clay Hospital,Brazil,IN,15010,Brazil,IN,183,Indianapolis,IN
151310,Wabash County Hospital,Wabash,IN,15084,Wabash,IN,180,Fort Wayne,IN
151311,Indiana Univ Hlth Tipton Hosp,Tipton,IN,15080,Tipton,IN,183,Indianapolis,IN
151312,Indiana Univ Htlh White Mem Hosp,Monticello,IN,15056,Monticello,IN,183,Indianapolis,IN
151313,Woodlawn Hospital,Rochester,IN,15071,Rochester,IN,187,South Bend,IN
151314,St. Vincent Salem Hospital,Salem,IN,15073,Salem,IN,205,Louisville,KY
151315,Cameron Memorial Community Hosp,Angola,IN,15002,Angola,IN,180,Fort Wayne,IN
151316,St. Vincent Frankfort Hospital,Frankfort,IN,15028,Frankfort,IN,183,Indianapolis,IN
151317,Greene County General Hospital,Linton,IN,15050,Linton,IN,183,Indianapolis,IN
151318,Dukes Memorial Hospital,Peru,IN,15065,Peru,IN,183,Indianapolis,IN
151319,Gibson General Hospital,Princeton,IN,15068,Princeton,IN,179,Evansville,IN
151320,Jay County Hospital,Portland,IN,15067,Portland,IN,180,Fort Wayne,IN
151322,Perry County Memorial Hospital,Tell City,IN,15078,Tell City,IN,179,Evansville,IN
151323,Parkview LaGrange Hospital,LaGrange,IN,15046,Lagrange,IN,180,Fort Wayne,IN
151324,Jasper County Hospital,Rensselaer,IN,15069,Rensselaer,IN,184,Lafayette,IN
151325,St. Mary's Warrick Hospital,Boonville,IN,15009,Boonville,IN,179,Evansville,IN
151326,Union Hospital-Clinton,Clinton,IN,15013,Clinton,IN,188,Terre Haute,IN
151327,Sullivan County Community Hosp,Sullivan,IN,15077,Sullivan,IN,188,Terre Haute,IN
151328,Indiana Univ Hlth Bedford Hosp,Bedford,IN,15005,Bedford,IN,183,Indianapolis,IN
151329,Margaret Mary Community Hospital,Batesville,IN,15004,Batesville,IN,327,Cincinnati,OH
151330,Adams Memorial Hospital,Decatur,IN,15021,Decatur,IN,180,Fort Wayne,IN
151331,Harrison County Hospital,Corydon,IN,15017,Corydon,IN,205,Louisville,KY
151332,Decatur County Memorial Hospital,Greensburg,IN,15034,Greensburg,IN,183,Indianapolis,IN
151333,Putnam County Hospital,Greencastle,IN,15032,Greencastle,IN,183,Indianapolis,IN
151334,Scott Memorial Hospital,Scottsburg,IN,15093,Scottsburg,IN,205,Louisville,KY
151335,St. Vincent Dunn Hospital,Bedford,IN,15005,Bedford,IN,183,Indianapolis,IN
152028,Vibra Hosp of Northwestern Indiana,Crown Point,IN,15019,Crown Point,IN,181,Gary,IN
160001,Marshalltown Med & Surgical Ctr,Marshalltown,IA,16067,Marshalltown,IA,192,Des Moines,IA
160005,St. Anthony Regional Hospital,Carroll,IA,16012,Carroll,IA,192,Des Moines,IA
160008,Keokuk Area Hospital,Keokuk,IA,16057,Keokuk,IA,194,Iowa City,IA
160013,Trinity Muscatine,Muscatine,IA,16073,Muscatine,IA,194,Iowa City,IA
160016,Trinity Regional Medical Center,Fort Dodge,IA,16039,Fort Dodge,IA,192,Des Moines,IA
160024,Iowa Lutheran Hospital,Des Moines,IA,16031,Des Moines,IA,192,Des Moines,IA
160028,Alegent Health Mercy-Council Bluffs,Council Bluffs,IA,16024,Council Bluffs,IA,278,Omaha,NE
160029,Mercy Iowa City,Iowa City,IA,16054,Iowa City,IA,194,Iowa City,IA
160030,Mary Greeley Medical Center,Ames,IA,16003,Ames,IA,192,Des Moines,IA
160032,Skiff Medical Center,Newton,IA,16076,Newton,IA,192,Des Moines,IA
160033,Genesis Medical Center-Davenport,Davenport,IA,16027,Davenport,IA,191,Davenport,IA
160040,Sartori Memorial Hospital,Cedar Falls,IA,16013,Cedar Falls,IA,197,Waterloo,IA
160045,St. Luke's Hospital-Cedar Rapids,Cedar Rapids,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
160047,Jennie Edmundson Hospital,Council Bluffs,IA,16024,Council Bluffs,IA,278,Omaha,NE
160057,Great River Medical Center,West Burlington,IA,16011,Burlington,IA,191,Davenport,IA
160058,Univ of Iowa Hosps and Clinics,Iowa City,IA,16054,Iowa City,IA,194,Iowa City,IA
160064,Mercy Medical Center-North Iowa,Mason City,IA,16068,Mason City,IA,195,Mason City,IA
160067,Covenant Medical Center,Waterloo,IA,16106,Waterloo,IA,197,Waterloo,IA
160069,Mercy Medical Center-Dubuque,Dubuque,IA,16032,Dubuque,IA,193,Dubuque,IA
160079,Mercy Medical Center-Cedar Rapids,Cedar Rapids,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
160080,Mercy Medical Center-Clinton,Clinton,IA,16021,Clinton,IA,191,Davenport,IA
160082,Iowa Methodist Medical Center,Des Moines,IA,16031,Des Moines,IA,192,Des Moines,IA
160083,Mercy Medical Center-Des Moines,Des Moines,IA,16031,Des Moines,IA,192,Des Moines,IA
160089,Ottumwa Regional Health Center,Ottumwa,IA,16083,Ottumwa,IA,194,Iowa City,IA
160101,Broadlawns Medical Center,Des Moines,IA,16031,Des Moines,IA,192,Des Moines,IA
160104,Trinity Bettendorf,Bettendorf,IA,16027,Davenport,IA,191,Davenport,IA
160110,Allen Memorial Hospital,Waterloo,IA,16106,Waterloo,IA,197,Waterloo,IA
160112,Spencer Hospital,Spencer,IA,16099,Spencer,IA,371,Sioux Falls,SD
160117,Finley Hospital,Dubuque,IA,16032,Dubuque,IA,193,Dubuque,IA
160122,Fort Madison Community Hospital,Fort Madison,IA,16040,Fort Madison,IA,194,Iowa City,IA
160124,Lakes Regional Healthcare,Spirit Lake,IA,16100,Spirit Lake,IA,371,Sioux Falls,SD
160146,St. Luke's Regional-Sioux City,Sioux City,IA,16098,Sioux City,IA,196,Sioux City,IA
160147,Grinnell Regional Medical Center,Grinnell,IA,16042,Grinnell,IA,192,Des Moines,IA
160153,Mercy Medical Center-Sioux City,Sioux City,IA,16098,Sioux City,IA,196,Sioux City,IA
161300,Baum Harmon Mercy Hospital,Primghar,IA,16088,Primghar,IA,196,Sioux City,IA
161301,Belmond Medical Center,Belmond,IA,16068,Mason City,IA,195,Mason City,IA
161302,Wright Medical Center,Clarion,IA,16020,Clarion,IA,195,Mason City,IA
161303,Grundy County Memorial Hospital,Grundy Center,IA,16106,Waterloo,IA,197,Waterloo,IA
161304,Alegent Health Mercy-Corning,Corning,IA,16022,Corning,IA,192,Des Moines,IA
161305,Pocahontas Community Hospital,Pocahontas,IA,16086,Pocahontas,IA,192,Des Moines,IA
161306,Jones Regional Medical Center,Anamosa,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
161307,Hancock County Memorial Hospital,Britt,IA,16010,Britt,IA,195,Mason City,IA
161308,Franklin General Hospital,Hampton,IA,16047,Hampton,IA,195,Mason City,IA
161309,Alegent Health Community Mem Hosp,Missouri Valley,IA,16069,Missouri Valley,IA,278,Omaha,NE
161310,Adair County Memorial Hospital,Greenfield,IA,16041,Greenfield,IA,192,Des Moines,IA
161311,Hawarden Community Hospital,Hawarden,IA,16050,Hawarden,IA,371,Sioux Falls,SD
161312,Guttenberg Municipal Hospital,Guttenberg,IA,16045,Guttenberg,IA,193,Dubuque,IA
161313,Genesis Medical Center-DeWitt,DeWitt,IA,16027,Davenport,IA,191,Davenport,IA
161314,Guthrie County Hospital,Guthrie Center,IA,16044,Guthrie Center,IA,192,Des Moines,IA
161315,Keokuk County Health Center,Sigourney,IA,16054,Iowa City,IA,194,Iowa City,IA
161316,Palmer Lutheran Health Center,West Union,IA,16110,West Union,IA,448,La Crosse,WI
161317,Marengo Memorial Hospital,Marengo,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
161318,Veterans Memorial Hospital,Waukon,IA,16107,Waukon,IA,448,La Crosse,WI
161319,Central Community Hospital,Elkader,IA,16034,Elkader,IA,190,Cedar Rapids,IA
161320,Community Memorial Hospital,Sumner,IA,16103,Sumner,IA,197,Waterloo,IA
161321,Sanford Med Ctr Rock Rapids,Rock Rapids,IA,43039,Sioux Falls,SD,371,Sioux Falls,SD
161322,Dallas County Hospital,Perry,IA,16085,Perry,IA,192,Des Moines,IA
161323,Mitchell Cty Regional Health Ctr,Osage,IA,16080,Osage,IA,195,Mason City,IA
161324,George C. Grape Community Hosp,Hamburg,IA,16046,Hamburg,IA,278,Omaha,NE
161325,Greene County Medical Center,Jefferson,IA,16056,Jefferson,IA,192,Des Moines,IA
161326,Madison County Healthcare System,Winterset,IA,16031,Des Moines,IA,192,Des Moines,IA
161327,Davis County Hospital,Bloomfield,IA,16008,Bloomfield,IA,192,Des Moines,IA
161328,Reg Hlth Services of Howard Cty,Cresco,IA,16025,Cresco,IA,253,Rochester,MN
161329,Jackson Cty Regional Health Ctr,Maquoketa,IA,16065,Maquoketa,IA,191,Davenport,IA
161330,Audubon County Memorial Hospital,Audubon,IA,16006,Audubon,IA,192,Des Moines,IA
161331,Mercy Medical Center-New Hampton,New Hampton,IA,16075,New Hampton,IA,253,Rochester,MN
161332,Manning Regional Healthcare Ctr,Manning,IA,16064,Manning,IA,278,Omaha,NE
161333,Story County Medical Center,Nevada,IA,16003,Ames,IA,192,Des Moines,IA
161334,Humboldt County Memorial Hosp,Humboldt,IA,16051,Humboldt,IA,192,Des Moines,IA
161335,Buchanan County Health Center,Independence,IA,16053,Independence,IA,197,Waterloo,IA
161336,Hegg Memorial Health Ctr/Avera,Rock Valley,IA,16091,Rock Valley,IA,371,Sioux Falls,SD
161337,Van Buren County Hospital,Keosauqua,IA,16058,Keosauqua,IA,194,Iowa City,IA
161338,Mercy Hosp of Franciscan Sisters,Oelwein,IA,16077,Oelwein,IA,197,Waterloo,IA
161339,Waverly Health Center,Waverly,IA,16108,Waverly,IA,197,Waterloo,IA
161340,Decatur County Hospital,Leon,IA,16062,Leon,IA,192,Des Moines,IA
161341,Lucas County Health Center,Chariton,IA,16031,Des Moines,IA,192,Des Moines,IA
161342,Monroe County Hospital,Albia,IA,16001,Albia,IA,192,Des Moines,IA
161343,Regional Medical Center,Manchester,IA,16063,Manchester,IA,190,Cedar Rapids,IA
161344,Washington Cty Hosp and Clinics,Washington,IA,16105,Washington,IA,194,Iowa City,IA
161345,Osceola Community Hospital,Sibley,IA,16095,Sibley,IA,371,Sioux Falls,SD
161346,Sioux Ctr Comm Hosp/Health Ctr,Sioux Center,IA,16097,Sioux Center,IA,196,Sioux City,IA
161347,Floyd County Medical Center,Charles City,IA,16017,Charles City,IA,253,Rochester,MN
161348,Clarke County Hospital,Osceola,IA,16081,Osceola,IA,192,Des Moines,IA
161349,Virginia Gay Hospital,Vinton,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
161350,Stewart Memorial Community Hosp,Lake City,IA,16060,Lake City,IA,192,Des Moines,IA
161351,Avera Holy Family Health,Estherville,IA,16036,Estherville,IA,371,Sioux Falls,SD
161352,Clarinda Regional Health Center,Clarinda,IA,16019,Clarinda,IA,278,Omaha,NE
161353,Kossuth Regional Health Center,Algona,IA,16002,Algona,IA,195,Mason City,IA
161354,Horn Memorial Hospital,Ida Grove,IA,16052,Ida Grove,IA,196,Sioux City,IA
161355,Knoxville Hospital & Clinics,Knoxville,IA,16059,Knoxville,IA,192,Des Moines,IA
161356,Henry County Health Center,Mount Pleasant,IA,16072,Mount Pleasant,IA,194,Iowa City,IA
161357,Palo Alto County Health System,Emmetsburg,IA,16035,Emmetsburg,IA,195,Mason City,IA
161358,Wayne County Hospital,Corydon,IA,16023,Corydon,IA,192,Des Moines,IA
161359,Burgess Health Center,Onawa,IA,16078,Onawa,IA,278,Omaha,NE
161360,Orange City Area Health System,Orange City,IA,16079,Orange City,IA,196,Sioux City,IA
161361,Van Diest Medical Center,Webster City,IA,16109,Webster City,IA,192,Des Moines,IA
161362,Cherokee Regional Medical Center,Cherokee,IA,16018,Cherokee,IA,196,Sioux City,IA
161363,Montgomery County Memorial Hosp,Red Oak,IA,16089,Red Oak,IA,278,Omaha,NE
161364,Jefferson County Health Center,Fairfield,IA,16037,Fairfield,IA,194,Iowa City,IA
161365,Greater Regional Medical Center,Creston,IA,16026,Creston,IA,192,Des Moines,IA
161366,Shenandoah Medical Center,Shenandoah,IA,16094,Shenandoah,IA,278,Omaha,NE
161367,Pella Regional Health Center,Pella,IA,16084,Pella,IA,192,Des Moines,IA
161368,Floyd Valley Hosp/Avera Health,Le Mars,IA,16061,Le Mars,IA,196,Sioux City,IA
161369,Crawford County Memorial Hosp,Denison,IA,16030,Denison,IA,278,Omaha,NE
161370,Loring Hospital,Sac City,IA,16092,Sac City,IA,196,Sioux City,IA
161371,Winneshiek Medical Center,Decorah,IA,16029,Decorah,IA,448,La Crosse,WI
161372,Boone County Hospital,Boone,IA,16009,Boone,IA,192,Des Moines,IA
161373,Ringgold County Hospital,Mount Ayr,IA,16031,Des Moines,IA,192,Des Moines,IA
161374,Myrtue Medical Center,Harlan,IA,16048,Harlan,IA,278,Omaha,NE
161375,Buena Vista Regional Med Ctr,Storm Lake,IA,16101,Storm Lake,IA,196,Sioux City,IA
161376,Cass County Memorial Hospital,Atlantic,IA,16005,Atlantic,IA,278,Omaha,NE
161377,Mercy Medical Center-Centerville,Centerville,IA,16015,Centerville,IA,192,Des Moines,IA
161378,Mercy Medical Center-Dyersville,Dyersville,IA,16032,Dubuque,IA,193,Dubuque,IA
161379,Mahaska Health Partnership,Oskaloosa,IA,16082,Oskaloosa,IA,192,Des Moines,IA
161380,Ellsworth Municipal Hospital,Iowa Falls,IA,16055,Iowa Falls,IA,192,Des Moines,IA
161381,Sanford Sheldon Medical Center,Sheldon,IA,16093,Sheldon,IA,196,Sioux City,IA
162002,Continuing Care Hosp at St. Luke's,Cedar Rapids,IA,16014,Cedar Rapids,IA,190,Cedar Rapids,IA
170001,Newman Regional Health,Emporia,KS,17029,Emporia,KS,200,Topeka,KS
170006,Via Christi Hospital-Pittsburg,Pittsburg,KS,17096,Pittsburg,KS,267,Joplin,MO
170009,St. John Hospital,Leavenworth,KS,17065,Leavenworth,KS,268,Kansas City,MO
170010,Mercy Hospital - Independence,Independence,KS,17053,Independence,KS,201,Wichita,KS
170012,Salina Regional Health Center,Salina,KS,17103,Salina,KS,201,Wichita,KS
170013,Hays Medical Center,Hays,KS,17042,Hays,KS,201,Wichita,KS
170014,Ransom Memorial Hospital,Ottawa,KS,17091,Ottawa,KS,268,Kansas City,MO
170016,St. Francis Health Center,Topeka,KS,17115,Topeka,KS,200,Topeka,KS
170017,Susan B. Allen Memorial Hospital,El Dorado,KS,17025,El Dorado,KS,201,Wichita,KS
170020,Promise Reg Med Ctr-Hutchinson,Hutchinson,KS,17052,Hutchinson,KS,201,Wichita,KS
170023,St. Catherine Hospital,Garden City,KS,17033,Garden City,KS,201,Wichita,KS
170027,Pratt Regional Medical Center,Pratt,KS,17098,Pratt,KS,201,Wichita,KS
170033,Central Kansas Medical Center,Great Bend,KS,17037,Great Bend,KS,201,Wichita,KS
170039,Sumner Regional Medical Center,Wellington,KS,17121,Wellington,KS,201,Wichita,KS
170040,The University of Kansas Hosp,Kansas City,KS,17058,Kansas City,KS,268,Kansas City,MO
170049,Olathe Medical Center,Olathe,KS,17087,Olathe,KS,268,Kansas City,MO
170058,Mercy Health Center-Fort Scott,Fort Scott,KS,17031,Fort Scott,KS,267,Joplin,MO
170068,Southwest Medical Center,Liberal,KS,17067,Liberal,KS,201,Wichita,KS
170074,Geary Community Hospital,Junction City,KS,17057,Junction City,KS,200,Topeka,KS
170075,Mercy Hospital - Moundridge,Moundridge,KS,17080,Moundridge,KS,201,Wichita,KS
170086,Stormont-Vail HealthCare,Topeka,KS,17115,Topeka,KS,200,Topeka,KS
170094,Coffey County Hospital,Burlington,KS,17012,Burlington,KS,200,Topeka,KS
170103,Newton Medical Center,Newton,KS,17083,Newton,KS,201,Wichita,KS
170104,Shawnee Mission Medical Center,Shawnee Mission,KS,17108,Shawnee Mission/Overland Park,KS,268,Kansas City,MO
170105,McPherson Hospital,McPherson,KS,17075,McPherson,KS,201,Wichita,KS
170109,Miami County Medical Center,Paola,KS,17087,Olathe,KS,268,Kansas City,MO
170110,Bob Wilson Memorial Grant County,Ulysses,KS,17117,Ulysses,KS,201,Wichita,KS
170120,Labette Health,Parsons,KS,17094,Parsons,KS,201,Wichita,KS
170122,Via Christi Hospitals Wichita,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
170123,Wesley Medical Center,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
170133,Cushing Memorial Hospital,Leavenworth,KS,17065,Leavenworth,KS,268,Kansas City,MO
170137,Lawrence Memorial Hospital,Lawrence,KS,17064,Lawrence,KS,268,Kansas City,MO
170142,Mercy Regional Health Center,Manhattan,KS,17071,Manhattan,KS,200,Topeka,KS
170145,Coffeyville Regional Med Ctr,Coffeyville,KS,17017,Coffeyville,KS,340,Tulsa,OK
170146,Providence Medical Center,Kansas City,KS,17058,Kansas City,KS,268,Kansas City,MO
170150,South Central Kansas Med Ctr,Arkansas City,KS,17003,Arkansas City,KS,201,Wichita,KS
170166,Morton County Health System,Elkhart,KS,17026,Elkhart,KS,383,Amarillo,TX
170175,Western Plains Medical Complex,Dodge City,KS,17024,Dodge City,KS,201,Wichita,KS
170176,Overland Park Regional Med Ctr,Overland Park,KS,17108,Shawnee Mission/Overland Park,KS,268,Kansas City,MO
170182,Menorah Medical Center,Overland Park,KS,26041,Kansas City,MO,268,Kansas City,MO
170183,Kansas Surgery and Recovery Ctr,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
